USP.x,Sumarija,GJ,Odsjek,KO.x,KC,Povrsina,stranica,odluka,napomena,KC_odluka,KC_2,ko_mb,ku_naziv,ZUP_NAZIV,ZUP_SJEDIS,Sumarija.y,USP.y,KOKC,Pov_unique,.id,OBJECTID,KO.y,BROJ_KC,SHAPE_Leng,SHAPE_Area
Buzet,Buje,Kras,31d,Oprtalj,10220/2,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10220/2,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10220/2,NA,KC_IZ.csv,2402987,301956.99999999994,10220/2,51.31468777621378,117.62493580524783
Buzet,Buje,Kras,31d,Oprtalj,10227,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10227,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10227,NA,KC_IZ.csv,2395406,301956.99999999994,10227,35.22234412608975,73.41101524192813
Buzet,Buje,Kras,31d,Oprtalj,10251,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10251,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10251,NA,KC_IZ.csv,2395413,301956.99999999994,10251,265.88634610447815,3403.917567485988
Buzet,Buje,Kras,31d,Oprtalj,10254,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10254,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10254,NA,KC_IZ.csv,2395412,301956.99999999994,10254,228.99713544138993,1077.2944790604402
Buzet,Buje,Kras,31d,Oprtalj,10255,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10255,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10255,NA,KC_IZ.csv,2402994,301956.99999999994,10255,197.30621804851398,1906.2926411759647
Buzet,Buje,Kras,31d,Oprtalj,10258,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10258,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10258,NA,KC_IZ.csv,2404083,301956.99999999994,10258,38.51535404975377,90.83853919065615
Buzet,Buje,Kras,31d,Oprtalj,10261,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10261,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10261,NA,KC_IZ.csv,2404086,301956.99999999994,10261,78.412785334116,259.22817263822435
Buzet,Buje,Kras,31d,Oprtalj,10262,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10262,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10262,NA,KC_IZ.csv,2404085,301956.99999999994,10262,39.535804169141656,90.15643023788509
Buzet,Buje,Kras,31d,Oprtalj,10265/6,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10265/6,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10265/6,NA,KC_IZ.csv,2398609,301956.99999999994,10265/6,68.09133352752278,173.01843390045923
Buzet,Buje,Kras,31d,Oprtalj,10273/1,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10273/1,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10273/1,NA,KC_IZ.csv,2414155,301956.99999999994,10273/1,172.10003944732054,1243.9008848955798
Buzet,Buje,Kras,31d,Oprtalj,10276,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10276,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10276,NA,KC_IZ.csv,2411890,301956.99999999994,10276,151.68368769936257,855.8384965517012
Buzet,Buje,Kras,31d,Oprtalj,10279,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10279,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10279,NA,KC_IZ.csv,2396485,301956.99999999994,10279,75.61407370876393,203.28323756482877
Buzet,Buje,Kras,31d,Oprtalj,10291/2,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10291/2,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10291/2,NA,KC_IZ.csv,2397564,301956.99999999994,10291/2,60.34589925644847,208.29815658681468
Buzet,Buje,Kras,31d,Oprtalj,10299,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10299,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10299,NA,KC_IZ.csv,2397555,301956.99999999994,10299,53.272004962154995,156.8345501206628
Buzet,Buje,Kras,31d,Oprtalj,10300/3,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10300/3,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10300/3,NA,KC_IZ.csv,2414159,301956.99999999994,10300/3,40.145753202233344,66.15640165570231
Buzet,Buje,Kras,31d,Oprtalj,10303/1,14.95,8,1,livade,"725/17, 725/19, 1061/7, 1061/8, 1078/1, 1080/6, 1096/1, 1101/5, 1106/12, 1143/1, 1143/2, 1152/3, 1184/2, 1190/1, 1190/2, 1191, 1192, 1193/1, 1193/3, 1199/6, 1206/2, 1207, 1209, 1231, 1233, 1234, 1238/4, 1244, 1259, 1261, 1271, 1305/1, 1305/2, 1306/4, 1308/1, 1309/4, 1317, 1354/5, 1373/1, 1374, 1375, 1375/2, 1375/4, 1380/4, 1381/2, 1381/4, 1382/1, 9163/2, 9883/2, 9883/3, 9883/5, 9907/8, 9907/12, 9948, 9949/3, 9958, 9967/2, 9967/4, 9968, 9969, 9970/2, 10034, 10042/1, 10053/3, 10054/2, 10055/1, 10059/3, 10076, 10150/1, 10150/3, 10153, 10154, 10167/2, 10220/2, 10227, 10251, 10254, 10255, 10258, 10261, 10262, 10265/6, 10273/1, 10276, 10279, 10291/2, 10299, 10300/3, 10303/1, 10303/2, 10304/8, 10306/1, 10327, 10332, 10334, 10336/1, 10337/1, 10337/2, 10337/3, 10338, 10340, 10342, 10345, 10346, 10351/1, 10354, 10366, 10392, 10407, 10473, 10512/11, 10512/12, 10580/4, 10594/1, 10599, 10523/2, 10625, 10637/5, 10639, 10640, 10641, 10653/2, 10656, 10668/3, 10673/2, 10685/2, 10709/3, 10709/6, 10711/2, 10712/5, 10714/5, 10748/5, 10750, 10751",10303/1,301957,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301957_10303/1,NA,KC_IZ.csv,2414158,301956.99999999994,10303/1,52.34978997171813,143.68299545453945
